make,Year,mpg,Displacement,price
Honda,2016,23.0,2.4,23400
Honda,2016,27.0,2.4,23400
Honda,2016,26.0,2.4,23400
Volkswagen,2014,20.0,3.6,10255
Volkswagen,2014,30.0,2.0,10255
Volkswagen,2014,24.0,1.8,10255
Volkswagen,2014,24.0,1.8,10255
Volkswagen,2014,22.0,2.5,10255
Volkswagen,2014,22.0,2.5,10255
Honda,2016,18.0,3.5,16999
Honda,2016,21.0,3.5,16999
Honda,2016,21.0,3.5,16999
Honda,2016,23.0,2.4,16999
Honda,2016,27.0,2.4,16999
Honda,2016,26.0,2.4,16999
Dodge,2017,19.0,2.4,15200
Dodge,2017,17.0,3.6,15200
Nissan,2017,21.0,3.5,25900
Buick,2015,25.0,1.4,15000
Honda,2015,18.0,3.5,20000
Honda,2015,21.0,3.5,20000
Honda,2015,21.0,3.5,20000
Honda,2015,23.0,2.4,20000
Honda,2015,27.0,2.4,20000
Honda,2015,26.0,2.4,20000
Nissan,2016,27.0,1.8,12800
Nissan,2016,29.0,1.8,12800
Nissan,2016,27.0,1.8,12600
Nissan,2016,29.0,1.8,12600
Buick,2018,21.0,1.6,24580
Lexus,2016,40.0,2.5,30100
Audi,2014,24.0,3.0,32555
Audi,2014,16.0,4.0,32555
Audi,2014,18.0,3.0,32555
Audi,2014,13.0,6.3,32555
Hyundai,2015,24.0,2.4,16000
Hyundai,2015,22.0,2.0,16000
Hyundai,2015,28.0,1.6,16000
Volkswagen,2017,20.0,2.0,16999
Toyota,2018,29.0,2.5,17855
Toyota,2018,22.0,3.5,17855
Toyota,2016,25.0,2.5,15500
Toyota,2016,21.0,3.5,15500
Lexus,2016,22.0,2.0,28330
Nissan,2016,27.0,2.5,12700
Nissan,2016,22.0,3.5,12700
Volkswagen,2016,25.0,1.8,15500
Volkswagen,2016,24.0,2.0,15500
Volkswagen,2016,23.0,2.0,15500
Volkswagen,2016,25.0,1.8,15500
Volkswagen,2016,28.0,1.4,15500
Volkswagen,2016,28.0,1.4,15500
Chevrolet,2017,22.0,2.5,16900
Chevrolet,2017,18.0,3.6,16900
Chevrolet,2017,19.0,3.6,16900
Honda,2015,18.0,3.5,14855
Honda,2015,21.0,3.5,14855
Honda,2015,21.0,3.5,14855
Honda,2015,23.0,2.4,14855
Honda,2015,27.0,2.4,14855
Honda,2015,26.0,2.4,14855
Audi,2014,18.0,3.0,25755
Audi,2014,20.0,2.0,25755
Audi,2014,23.0,3.0,25755
Ford,2017,21.0,2.3,21800
Ford,2017,21.0,2.3,21800
Ford,2017,18.0,3.7,21800
Ford,2017,18.0,3.7,21800
Ford,2017,15.0,5.0,21800
Ford,2017,15.0,5.0,21800
Hyundai,2015,24.0,2.4,17185
Hyundai,2015,22.0,2.0,17185
Hyundai,2015,28.0,1.6,17185
Lexus,2017,16.0,4.6,49399
Chevrolet,2017,30.0,1.4,12900
Chevrolet,2017,28.0,1.4,12900
Chevrolet,2017,31.0,1.6,12900
Chevrolet,2017,30.0,1.6,12900
Cadillac,2015,17.0,3.6,17899
Audi,2015,23.0,1.8,18900
Audi,2015,31.0,2.0,18900
Ford,2016,22.0,2.3,18200
Ford,2016,21.0,2.3,18200
Ford,2016,17.0,3.7,18200
Ford,2016,19.0,3.7,18200
Ford,2016,16.0,5.0,18200
Ford,2016,15.0,5.0,18200
Honda,2013,22.0,2.4,13600
Honda,2013,28.0,1.8,13600
Honda,2013,28.0,1.8,13600
Acura,2015,24.0,2.4,18999
Acura,2015,21.0,3.5,18999
Hyundai,2013,28.0,1.8,11400
Hyundai,2013,28.0,1.8,11400
Kia,2015,20.0,2.0,11900
Kia,2015,23.0,2.4,11900
Nissan,2015,27.0,1.8,13100
Nissan,2015,29.0,1.8,13100
Acura,2015,24.0,2.4,18999
Acura,2015,21.0,3.5,18999
Acura,2015,24.0,2.4,18730
Acura,2015,21.0,3.5,18730
Toyota,2015,29.0,1.8,15000
Toyota,2015,27.0,1.8,15000
Toyota,2015,28.0,1.8,15000
Toyota,2015,28.0,1.8,15000
Volkswagen,2017,20.0,2.0,19580
Kia,2017,28.0,1.6,13900
Kia,2017,22.0,2.0,13900
Kia,2017,24.0,2.4,13900
Cadillac,2016,17.0,3.6,43830
Cadillac,2016,16.0,3.6,43830
Toyota,2016,25.0,2.5,15200
Toyota,2016,21.0,3.5,15200
Volkswagen,2016,21.0,2.0,12999
Audi,2015,23.0,1.8,19999
Audi,2015,31.0,2.0,19999
Volkswagen,2015,24.0,2.0,14900
Volkswagen,2015,23.0,2.0,14900
Volkswagen,2015,30.0,2.0,14900
Volkswagen,2015,31.0,2.0,14900
Volkswagen,2015,25.0,2.0,14900
Volkswagen,2015,25.0,1.8,14900
Volkswagen,2015,25.0,1.8,14900
Volkswagen,2015,22.0,2.0,14900
Dodge,2017,17.0,3.6,16500
Dodge,2017,17.0,3.6,16500
Audi,2014,18.0,3.0,25595
Audi,2014,20.0,2.0,25595
Audi,2014,23.0,3.0,25595
Nissan,2015,27.0,2.5,15600
Nissan,2015,22.0,3.5,15600
Nissan,2016,22.0,3.5,18999
Cadillac,2016,22.0,2.0,19300
Cadillac,2016,20.0,2.0,19300
Cadillac,2016,20.0,3.6,19300
Cadillac,2016,22.0,2.5,19300
Nissan,2015,27.0,2.5,15400
Nissan,2015,22.0,3.5,15400
Buick,2017,25.0,1.4,18495
Buick,2017,27.0,1.4,18495
Ford,2017,21.0,2.3,19400
Ford,2017,21.0,2.3,19400
Ford,2017,18.0,3.7,19400
Ford,2017,18.0,3.7,19400
Ford,2017,15.0,5.0,19400
Ford,2017,15.0,5.0,19400
Kia,2017,27.0,1.6,11400
Kia,2017,27.0,1.6,11400
Toyota,2018,23.0,2.5,18475
Buick,2016,25.0,1.4,15900
Buick,2016,27.0,1.4,15900
Buick,2016,25.0,1.4,14999
Buick,2016,27.0,1.4,14999
Nissan,2015,27.0,2.5,15300
Nissan,2015,22.0,3.5,15300
Honda,2014,19.0,3.5,23180
Toyota,2018,28.0,1.8,13755
Toyota,2018,28.0,1.8,13755
Toyota,2018,27.0,1.8,13755
Lexus,2015,19.0,3.5,23999
Dodge,2018,19.0,3.6,21855
Dodge,2018,19.0,3.6,21855
Dodge,2018,16.0,5.7,21855
Dodge,2018,15.0,6.4,21855
Nissan,2015,27.0,1.8,12400
Nissan,2015,29.0,1.8,12400
Nissan,2017,21.0,3.5,19900
Volkswagen,2015,20.0,3.6,14855
Volkswagen,2015,24.0,1.8,14855
Volkswagen,2015,29.0,2.0,14855
Volkswagen,2015,24.0,1.8,14855
Volkswagen,2015,30.0,2.0,14855
Land Rover,2015,15.0,3.0,35799
Volkswagen,2015,22.0,2.0,13999
Volkswagen,2015,21.0,2.0,13999
Buick,2016,25.0,1.4,14700
Buick,2016,27.0,1.4,14700
Dodge,2015,16.0,5.7,22500
Dodge,2015,15.0,5.7,22500
Dodge,2015,19.0,3.6,22500
Dodge,2015,14.0,6.4,22500
Dodge,2015,15.0,6.4,22500
Toyota,2018,29.0,2.5,17985
Toyota,2018,22.0,3.5,17985
Chrysler,2018,32.0,3.6,33880
Toyota,2016,25.0,2.5,14900
Toyota,2016,21.0,3.5,14900
Hyundai,2015,24.0,2.4,18300
Hyundai,2015,22.0,2.0,18300
Hyundai,2015,28.0,1.6,18300
Nissan,2017,27.0,2.5,13900
Nissan,2017,22.0,3.5,13900
Acura,2015,24.0,2.4,19300
Acura,2015,21.0,3.5,19300
Toyota,2015,50.0,1.8,20400
Lexus,2017,21.0,3.5,33400
Toyota,2012,24.0,2.5,13000
Toyota,2012,21.0,3.5,13000
Volkswagen,2017,28.0,1.4,17200
Volkswagen,2017,28.0,1.4,17200
Volkswagen,2017,24.0,2.0,17200
Volkswagen,2017,23.0,2.0,17200
Volkswagen,2017,25.0,1.8,17200
Volkswagen,2014,28.0,2.0,16200
Volkswagen,2014,27.0,2.0,16200
Volkswagen,2014,24.0,2.0,16200
Volkswagen,2014,22.0,2.5,16200
Volkswagen,2014,22.0,2.5,16200
Volkswagen,2014,23.0,2.0,16200
Volkswagen,2014,25.0,1.8,16200
Volkswagen,2014,24.0,1.8,16200
Volkswagen,2016,25.0,1.8,14600
Volkswagen,2016,24.0,2.0,14600
Volkswagen,2016,23.0,2.0,14600
Volkswagen,2016,25.0,1.8,14600
Volkswagen,2016,28.0,1.4,14600
Volkswagen,2016,28.0,1.4,14600
Chrysler,2013,19.0,3.6,10255
Chrysler,2013,20.0,2.4,10255
Chrysler,2013,21.0,2.4,10255
Nissan,2017,27.0,2.5,15700
Nissan,2017,22.0,3.5,15700
Infiniti,2017,24.0,2.0,22985
Chevrolet,2016,43.0,1.5,20700
Hyundai,2015,24.0,2.4,14300
Hyundai,2015,22.0,2.0,14300
Hyundai,2015,28.0,1.6,14300
Nissan,2017,21.0,3.5,23999
Chevrolet,2017,24.0,1.8,12800
Chevrolet,2017,25.0,1.8,12800
Chevrolet,2017,27.0,1.4,12800
Chevrolet,2017,28.0,1.4,12800
Mitsubishi,2018,33.0,1.2,7999
Mitsubishi,2018,37.0,1.2,7999
Kia,2017,25.0,1.6,13800
Kia,2017,25.0,2.0,13800
Kia,2017,24.0,1.6,13800
Kia,2017,26.0,1.6,13800
Buick,2017,21.0,3.6,22500
Toyota,2017,21.0,3.5,15700
Toyota,2017,24.0,2.5,15700
Volkswagen,2015,22.0,2.0,19300
Volkswagen,2015,21.0,2.0,19300
Audi,2014,24.0,3.0,35755
Audi,2014,16.0,4.0,35755
Audi,2014,18.0,3.0,35755
Audi,2014,13.0,6.3,35755
Lexus,2014,40.0,2.5,22700
Toyota,2016,23.0,2.5,18900
Nissan,2015,27.0,1.8,13200
Nissan,2015,29.0,1.8,13200
Volkswagen,2013,22.0,2.0,15200
Volkswagen,2013,17.0,3.6,15200
Volkswagen,2013,21.0,2.0,15200
Toyota,2016,25.0,2.5,16400
Toyota,2016,21.0,3.5,16400
Nissan,2015,27.0,1.8,12500
Nissan,2015,29.0,1.8,12500
Dodge,2016,17.0,3.6,15100
Dodge,2016,17.0,3.6,15100
Dodge,2017,19.0,2.4,21100
Dodge,2017,17.0,3.6,21100
Nissan,2015,27.0,2.5,14100
Nissan,2015,22.0,3.5,14100
Chrysler,2015,19.0,3.6,18500
Chrysler,2015,16.0,5.7,18500
Chrysler,2015,19.0,3.6,18500
Hyundai,2017,24.0,2.0,12500
Hyundai,2017,24.0,2.0,12500
Chevrolet,2016,30.0,1.4,13600
Chevrolet,2016,28.0,1.4,13600
Chevrolet,2018,22.0,2.5,17999
Chevrolet,2018,18.0,3.6,17999
Chevrolet,2018,19.0,3.6,17999
Acura,2016,25.0,2.4,19600
Ford,2016,22.0,2.3,20700
Ford,2016,21.0,2.3,20700
Ford,2016,17.0,3.7,20700
Ford,2016,19.0,3.7,20700
Ford,2016,16.0,5.0,20700
Ford,2016,15.0,5.0,20700
Volkswagen,2011,24.0,2.5,12500
Volkswagen,2011,23.0,2.5,12500
Volkswagen,2011,29.0,2.0,12500
Volkswagen,2011,29.0,2.0,12500
Lexus,2015,21.0,2.5,19455
Toyota,2017,23.0,2.5,18600
Volkswagen,2012,24.0,2.0,11700
Volkswagen,2012,22.0,2.0,11700
Volkswagen,2012,24.0,2.5,11700
Volkswagen,2012,23.0,2.5,11700
Volkswagen,2012,29.0,2.0,11700
Volkswagen,2012,29.0,2.0,11700
Volkswagen,2012,23.0,2.0,11700
Volkswagen,2012,24.0,2.0,11700
Kia,2016,28.0,1.6,17800
Kia,2016,22.0,2.0,17800
Kia,2016,24.0,2.4,17800
Hyundai,2017,26.0,1.6,11830
Hyundai,2017,27.0,1.6,11830
Dodge,2017,17.0,3.6,17780
Dodge,2017,17.0,3.6,17780
Land Rover,2018,18.0,3.0,48855
Land Rover,2018,21.0,2.0,48855
Land Rover,2018,26.0,2.0,48855
Toyota,2017,27.0,1.8,15400
Toyota,2017,28.0,1.8,15400
Toyota,2017,28.0,1.8,15400
Volkswagen,2016,21.0,3.0,37030
Volkswagen,2016,17.0,3.6,37030
Toyota,2015,23.0,2.5,17499
Toyota,2016,27.0,1.8,14200
Toyota,2016,28.0,1.8,14200
Toyota,2016,29.0,1.8,14200
Toyota,2016,28.0,1.8,14200
Land Rover,2017,21.0,2.0,33500
Kia,2015,20.0,2.0,14500
Kia,2015,23.0,2.4,14500
Nissan,2017,27.0,2.5,13599
Nissan,2017,22.0,3.5,13599
Lexus,2015,21.0,2.5,18999
Cadillac,2017,18.0,3.6,21900
Lexus,2017,20.0,3.5,39480
Dodge,2017,19.0,2.4,18000
Dodge,2017,17.0,3.6,18000
Infiniti,2018,19.0,3.0,36700
Infiniti,2018,22.0,2.0,36700
Dodge,2018,19.0,2.4,15899
Dodge,2018,17.0,3.6,15899
Toyota,2017,21.0,3.5,17100
Toyota,2017,24.0,2.5,17100
Nissan,2018,21.0,3.5,23799
Dodge,2017,19.0,3.6,24700
Dodge,2017,16.0,5.7,24700
Dodge,2017,15.0,6.4,24700
Dodge,2017,19.0,3.6,24700
Ford,2017,21.0,2.3,18200
Ford,2017,21.0,2.3,18200
Ford,2017,18.0,3.7,18200
Ford,2017,18.0,3.7,18200
Ford,2017,15.0,5.0,18200
Ford,2017,15.0,5.0,18200
Buick,2017,21.0,3.6,28600
Dodge,2017,19.0,2.4,16980
Dodge,2017,17.0,3.6,16980
Toyota,2016,27.0,1.8,14700
Toyota,2016,28.0,1.8,14700
Toyota,2016,29.0,1.8,14700
Toyota,2016,28.0,1.8,14700
Volkswagen,2016,21.0,2.0,18300
Hyundai,2016,22.0,2.0,13999
Hyundai,2016,25.0,2.4,13999
Hyundai,2016,28.0,1.6,13999
Lexus,2016,20.0,3.5,43880
Volkswagen,2016,21.0,2.0,12999
Toyota,2017,27.0,1.8,13895
Toyota,2017,28.0,1.8,13895
Toyota,2017,28.0,1.8,13895
Lexus,2016,22.0,2.0,22530
Chrysler,2016,19.0,3.6,19499
Chrysler,2016,19.0,3.6,19499
Chrysler,2016,16.0,5.7,19499
Volkswagen,2013,22.0,2.0,15400
Volkswagen,2013,17.0,3.6,15400
Volkswagen,2013,21.0,2.0,15400
Nissan,2015,27.0,2.5,16200
Nissan,2015,22.0,3.5,16200
Volkswagen,2014,28.0,2.0,15200
Volkswagen,2014,27.0,2.0,15200
Volkswagen,2014,24.0,2.0,15200
Volkswagen,2014,22.0,2.5,15200
Volkswagen,2014,22.0,2.5,15200
Volkswagen,2014,23.0,2.0,15200
Volkswagen,2014,25.0,1.8,15200
Volkswagen,2014,24.0,1.8,15200
Nissan,2016,22.0,3.5,20800
Scion,2016,24.0,2.0,19200
Scion,2016,21.0,2.0,19200
Hyundai,2016,28.0,1.8,13600
Hyundai,2016,27.0,1.8,13600
Hyundai,2016,24.0,2.0,13600
Hyundai,2016,24.0,2.0,13600
Toyota,2017,30.0,1.5,10800
Toyota,2017,32.0,1.5,10800
Nissan,2016,27.0,2.5,14800
Nissan,2016,22.0,3.5,14800
Volkswagen,2017,20.0,2.0,18600
Chevrolet,2015,13.0,7.0,29300
Chevrolet,2015,15.0,6.2,29300
Chevrolet,2015,19.0,3.6,29300
Chevrolet,2015,18.0,3.6,29300
Chevrolet,2015,17.0,3.6,29300
Chevrolet,2015,16.0,6.2,29300
Chevrolet,2015,12.0,6.2,29300
Chevrolet,2015,14.0,6.2,29300
Nissan,2016,27.0,2.5,14600
Nissan,2016,22.0,3.5,14600
Chevrolet,2018,27.0,1.5,15130
Chevrolet,2018,22.0,2.0,15130
Honda,2012,23.0,2.4,12000
Honda,2012,22.0,2.4,12000
Honda,2012,20.0,3.5,12000
Jaguar,2017,21.0,2.0,32999
Jaguar,2017,21.0,3.0,32999
Jaguar,2017,32.0,2.0,32999
Lexus,2017,20.0,3.5,44880
Chevrolet,2016,26.0,1.4,12999
Hyundai,2017,26.0,1.6,12700
Hyundai,2017,25.0,1.6,12700
Hyundai,2017,28.0,1.6,12700
Hyundai,2017,27.0,1.6,12700
Audi,2015,19.0,3.0,26999
Audi,2015,16.0,3.0,26999
Kia,2015,20.0,2.0,12999
Kia,2015,23.0,2.4,12999
Chevrolet,2015,26.0,1.4,12000
Chevrolet,2015,26.0,1.4,12000
Chevrolet,2015,22.0,1.8,12000
Chevrolet,2015,25.0,1.8,12000
Chevrolet,2015,27.0,2.0,12000
Hyundai,2017,26.0,1.6,13800
Hyundai,2017,25.0,1.6,13800
Hyundai,2017,28.0,1.6,13800
Hyundai,2017,27.0,1.6,13800
Acura,2015,24.0,2.4,22300
Acura,2015,21.0,3.5,22300
Nissan,2017,21.0,3.5,19455
Volkswagen,2016,22.0,2.0,14999
Volkswagen,2016,21.0,2.0,14999
Dodge,2017,19.0,2.4,14700
Dodge,2017,17.0,3.6,14700
Nissan,2016,27.0,2.5,13800
Nissan,2016,22.0,3.5,13800
Honda,2015,19.0,3.5,26130
Nissan,2017,27.0,2.5,14300
Nissan,2017,22.0,3.5,14300
Nissan,2016,22.0,3.5,17899
Chevrolet,2017,24.0,1.8,11500
Chevrolet,2017,25.0,1.8,11500
Chevrolet,2017,27.0,1.4,11500
Chevrolet,2017,28.0,1.4,11500
Volkswagen,2013,22.0,2.0,13800
Volkswagen,2013,17.0,3.6,13800
Volkswagen,2013,21.0,2.0,13800
Acura,2015,24.0,2.4,17499
Acura,2015,21.0,3.5,17499
Hyundai,2017,25.0,2.4,12195
Hyundai,2017,28.0,1.6,12195
Hyundai,2017,22.0,2.0,12195
Toyota,2015,50.0,1.8,18380
Hyundai,2016,28.0,1.8,13800
Hyundai,2016,27.0,1.8,13800
Hyundai,2016,24.0,2.0,13800
Hyundai,2016,24.0,2.0,13800
Lexus,2016,21.0,3.5,29100
Nissan,2017,27.0,2.5,14600
Nissan,2017,22.0,3.5,14600
Volkswagen,2014,22.0,2.0,13100
Volkswagen,2014,21.0,2.0,13100
Cadillac,2018,19.0,3.6,35780
Honda,2017,18.0,3.5,22200
Honda,2017,21.0,3.5,22200
Honda,2017,21.0,3.5,22200
Honda,2017,23.0,2.4,22200
Honda,2017,27.0,2.4,22200
Honda,2017,26.0,2.4,22200
Nissan,2016,27.0,2.5,13900
Nissan,2016,22.0,3.5,13900
Kia,2018,29.0,2.0,14900
Kia,2018,25.0,2.0,14900
Kia,2018,25.0,2.0,14900
Lexus,2016,40.0,2.5,26855
Volkswagen,2015,22.0,2.0,15600
Volkswagen,2015,21.0,2.0,15600
Hyundai,2015,24.0,2.4,13200
Hyundai,2015,22.0,2.0,13200
Hyundai,2015,28.0,1.6,13200
Volkswagen,2015,22.0,2.0,13999
Volkswagen,2015,21.0,2.0,13999
Toyota,2016,27.0,1.8,15700
Toyota,2016,28.0,1.8,15700
Toyota,2016,29.0,1.8,15700
Toyota,2016,28.0,1.8,15700
Buick,2016,21.0,2.0,19200
Buick,2016,20.0,2.0,19200
Buick,2016,19.0,2.4,19200
Lexus,2016,22.0,2.0,24999
Ford,2017,21.0,2.3,19500
Ford,2017,21.0,2.3,19500
Ford,2017,18.0,3.7,19500
Ford,2017,18.0,3.7,19500
Ford,2017,15.0,5.0,19500
Ford,2017,15.0,5.0,19500
Chevrolet,2017,25.0,1.4,15400
Chrysler,2017,23.0,2.4,16800
Chrysler,2017,23.0,2.4,16800
Chrysler,2017,19.0,3.6,16800
Lexus,2016,16.0,4.6,50700
Dodge,2015,16.0,5.7,23550
Dodge,2015,15.0,5.7,23550
Dodge,2015,19.0,3.6,23550
Dodge,2015,14.0,6.4,23550
Dodge,2015,15.0,6.4,23550
Hyundai,2015,24.0,2.4,17900
Hyundai,2015,22.0,2.0,17900
Hyundai,2015,28.0,1.6,17900
Toyota,2016,27.0,1.8,12499
Toyota,2016,28.0,1.8,12499
Toyota,2016,29.0,1.8,12499
Toyota,2016,28.0,1.8,12499
Lexus,2016,21.0,3.5,23499
Hyundai,2015,24.0,2.4,19000
Hyundai,2015,22.0,2.0,19000
Hyundai,2015,28.0,1.6,19000
Nissan,2017,27.0,2.5,16000
Nissan,2017,22.0,3.5,16000
Nissan,2016,27.0,2.5,11499
Nissan,2016,22.0,3.5,11499
Volkswagen,2014,22.0,2.0,13700
Volkswagen,2014,21.0,2.0,13700
Chevrolet,2017,24.0,1.8,12300
Chevrolet,2017,25.0,1.8,12300
Chevrolet,2017,27.0,1.4,12300
Chevrolet,2017,28.0,1.4,12300
Cadillac,2015,18.0,3.6,17999
Cadillac,2015,19.0,2.0,17999
Cadillac,2015,21.0,2.0,17999
Cadillac,2015,21.0,2.5,17999
Buick,2017,25.0,1.4,17700
Buick,2017,27.0,1.4,17700
Toyota,2018,28.0,1.8,12999
Toyota,2018,28.0,1.8,12999
Toyota,2018,27.0,1.8,12999
Land Rover,2017,21.0,2.0,33500
Dodge,2017,17.0,3.6,16900
Dodge,2017,17.0,3.6,16900
Honda,2016,18.0,3.5,19600
Honda,2016,21.0,3.5,19600
Honda,2016,21.0,3.5,19600
Honda,2016,23.0,2.4,19600
Honda,2016,27.0,2.4,19600
Honda,2016,26.0,2.4,19600
Honda,2016,19.0,3.5,23500
Infiniti,2017,20.0,3.0,19600
Infiniti,2017,23.0,2.0,19600
Lexus,2016,40.0,2.5,27600
Hyundai,2015,24.0,2.4,17900
Hyundai,2015,22.0,2.0,17900
Hyundai,2015,28.0,1.6,17900
Cadillac,2015,14.0,6.2,26280
Cadillac,2015,12.0,6.2,26280
Toyota,2016,23.0,2.5,17999
Dodge,2017,17.0,3.6,16100
Dodge,2017,17.0,3.6,16100
Toyota,2016,25.0,2.5,16100
Toyota,2016,21.0,3.5,16100
Porsche,2017,18.0,3.6,67100
Chevrolet,2017,22.0,2.5,15755
Chevrolet,2017,18.0,3.6,15755
Chevrolet,2017,19.0,3.6,15755
Toyota,2015,21.0,3.5,16999
Infiniti,2017,20.0,3.0,21300
Infiniti,2017,23.0,2.0,21300
Mitsubishi,2017,33.0,1.2,9700
Mitsubishi,2017,37.0,1.2,9700
Lexus,2016,20.0,3.5,35300
Chevrolet,2015,26.0,1.4,14900
Hyundai,2017,26.0,1.6,13100
Hyundai,2017,25.0,1.6,13100
Hyundai,2017,28.0,1.6,13100
Hyundai,2017,27.0,1.6,13100
Volkswagen,2013,24.0,2.0,12200
Volkswagen,2013,22.0,2.0,12200
Volkswagen,2013,29.0,2.0,12200
Volkswagen,2013,29.0,2.0,12200
Volkswagen,2013,23.0,2.0,12200
Volkswagen,2013,24.0,2.0,12200
Volkswagen,2013,24.0,2.5,12200
Volkswagen,2013,23.0,2.5,12200
Chrysler,2015,19.0,3.6,21400
Chrysler,2015,16.0,5.7,21400
Chrysler,2015,19.0,3.6,21400
Lexus,2015,19.0,3.5,26800
Nissan,2016,22.0,3.5,24900
Toyota,2016,27.0,1.8,14800
Toyota,2016,28.0,1.8,14800
Toyota,2016,29.0,1.8,14800
Toyota,2016,28.0,1.8,14800
Toyota,2016,25.0,2.5,16700
Toyota,2016,21.0,3.5,16700
Volkswagen,2013,24.0,2.0,11900
Volkswagen,2013,22.0,2.0,11900
Volkswagen,2013,29.0,2.0,11900
Volkswagen,2013,29.0,2.0,11900
Volkswagen,2013,23.0,2.0,11900
Volkswagen,2013,24.0,2.0,11900
Volkswagen,2013,24.0,2.5,11900
Volkswagen,2013,23.0,2.5,11900
Nissan,2015,27.0,1.8,12000
Nissan,2015,29.0,1.8,12000
Hyundai,2017,26.0,1.6,9175
Hyundai,2017,27.0,1.6,9175
Volkswagen,2017,28.0,1.4,12695
Volkswagen,2017,28.0,1.4,12695
Volkswagen,2017,24.0,2.0,12695
Volkswagen,2017,23.0,2.0,12695
Volkswagen,2017,25.0,1.8,12695
Nissan,2015,27.0,2.5,15600
Nissan,2015,22.0,3.5,15600
Nissan,2016,19.0,3.7,27500
Nissan,2016,18.0,3.7,27500
Dodge,2017,17.0,3.6,17400
Dodge,2017,17.0,3.6,17400
Cadillac,2017,18.0,3.6,23000
Nissan,2017,27.0,1.8,12300
Nissan,2017,29.0,1.8,12300
Nissan,2017,26.0,1.6,12300
Nissan,2017,27.0,1.6,12300
Nissan,2017,27.0,2.5,14400
Nissan,2017,22.0,3.5,14400
Nissan,2017,27.0,2.5,15200
Nissan,2017,22.0,3.5,15200
Nissan,2015,27.0,2.5,14499
Nissan,2015,22.0,3.5,14499
Nissan,2017,27.0,2.5,15500
Nissan,2017,22.0,3.5,15500
Chevrolet,2018,19.0,3.6,24500
Chevrolet,2018,14.0,6.2,24500
Chevrolet,2018,16.0,6.2,24500
Chevrolet,2018,17.0,6.2,24500
Chevrolet,2018,13.0,6.2,24500
Chevrolet,2018,22.0,2.0,24500
Chevrolet,2018,20.0,2.0,24500
Chevrolet,2018,16.0,3.6,24500
Hyundai,2015,24.0,2.4,16500
Hyundai,2015,22.0,2.0,16500
Hyundai,2015,28.0,1.6,16500
Hyundai,2015,24.0,2.0,11600
Hyundai,2015,24.0,2.0,11600
Hyundai,2015,27.0,1.8,11600
Hyundai,2015,27.0,1.8,11600
Buick,2015,25.0,1.4,15600
Hyundai,2017,26.0,1.6,11400
Hyundai,2017,27.0,1.6,11400
Buick,2016,20.0,1.6,21700
Cadillac,2015,18.0,3.6,25100
Cadillac,2015,19.0,2.0,25100
Cadillac,2015,21.0,2.0,25100
Cadillac,2015,21.0,2.5,25100
Hyundai,2016,22.0,2.0,13600
Hyundai,2016,25.0,2.4,13600
Hyundai,2016,28.0,1.6,13600
Dodge,2018,17.0,3.6,19000
Dodge,2018,17.0,3.6,19000
Hyundai,2016,28.0,1.6,11499
Hyundai,2016,27.0,1.6,11499
Hyundai,2016,26.0,1.6,11499
Hyundai,2016,25.0,1.6,11499
Kia,2016,25.0,1.8,13300
Kia,2016,24.0,2.0,13300
Kia,2016,26.0,1.8,13300
Volkswagen,2014,29.0,2.0,12800
Volkswagen,2014,29.0,2.0,12800
Volkswagen,2014,26.0,1.8,12800
Volkswagen,2014,25.0,1.8,12800
Volkswagen,2014,24.0,2.0,12800
Volkswagen,2014,23.0,2.0,12800
Volkswagen,2014,23.0,2.0,12800
Volkswagen,2014,24.0,2.0,12800
Chevrolet,2018,19.0,3.6,23700
Chevrolet,2018,14.0,6.2,23700
Chevrolet,2018,16.0,6.2,23700
Chevrolet,2018,17.0,6.2,23700
Chevrolet,2018,13.0,6.2,23700
Chevrolet,2018,22.0,2.0,23700
Chevrolet,2018,20.0,2.0,23700
Chevrolet,2018,16.0,3.6,23700
Volkswagen,2013,22.0,2.0,17200
Dodge,2017,17.0,3.6,16500
Dodge,2017,17.0,3.6,16500
Kia,2015,19.0,3.3,18400
Hyundai,2016,22.0,2.0,17600
Hyundai,2016,25.0,2.4,17600
Hyundai,2016,28.0,1.6,17600
Cadillac,2017,18.0,3.6,22300
Lexus,2015,18.0,3.5,23999
Chevrolet,2017,30.0,1.4,14100
Chevrolet,2017,28.0,1.4,14100
Chevrolet,2017,31.0,1.6,14100
Chevrolet,2017,30.0,1.6,14100
Nissan,2017,31.0,1.6,11800
Nissan,2017,27.0,1.6,11800
Nissan,2017,26.0,1.6,11800
Buick,2015,25.0,1.4,14900
Chevrolet,2017,24.0,1.8,14500
Chevrolet,2017,25.0,1.8,14500
Chevrolet,2017,27.0,1.4,14500
Chevrolet,2017,28.0,1.4,14500
Kia,2016,28.0,1.6,18500
Kia,2016,22.0,2.0,18500
Kia,2016,24.0,2.4,18500
Lexus,2015,40.0,2.5,22700
Nissan,2016,27.0,2.5,14300
Nissan,2016,22.0,3.5,14300
Toyota,2017,27.0,1.8,13455
Toyota,2017,28.0,1.8,13455
Toyota,2017,28.0,1.8,13455
Scion,2013,23.0,2.5,11900
Scion,2013,22.0,2.5,11900
Dodge,2017,17.0,3.6,15900
Dodge,2017,17.0,3.6,15900
Dodge,2015,16.0,5.7,26900
Dodge,2015,15.0,5.7,26900
Dodge,2015,19.0,3.6,26900
Dodge,2015,14.0,6.4,26900
